value
5646 MAXWELTON RD
827 DODD CT
1600 LAGUNA ST
2830 21st st
1245 POPLAR DR
682 37TH ST
75 DALE ODELL DR
1144 Gardenia Loop
24799 JOANNE ST
4775 Morgan Territory Road
5 HALL DR
1251 GEORGE CIR
3291 PINE VALLEY RD
53 VERDE WAY
1423 WALNUT ST
3813 La Colina Road
112 Elegans Court
4 COMMODORE DR
1591 ELLIS ST
1220 Cherry Blossom Lane
2780 WALTRIP LN
824 PERALTA ST
233 LAS LOMAS WAY
604 RUTH WAY
34709 ALVARADO NILES RD
744 Nightingale Street
6422 DIJON WAY
9872 REIMERS WAY
1430 BEL AIR DR
634 HUNTINGTON WAY
4515 Melody Drive #3
2219 9TH ST
1860 TICE CREEK DR
1616 BEECHWOOD DRIVE
4205 Tanager Common
6167 HARWOOD AVE
25318 Gold Hills
5406 BROOKDALE AVE
36704 MAGNOLIA ST
1047 MYRTLEWOOD CT
26 JIB CT
1376 93RD AVE
5906 BRYCE CANYON CT
420 GRAND OAK CT
2230 Toscana Drive
1860 GLEN VIEW DR
608 BIRCHWOOD CT
2683 76TH AVE
3521 LEAFWOOD CIR
2387 73rd Ave
6178 Lakeview Cir
4285 WOODLAND DR
293 LUDLOW PL
1548 SOLITUDE WAY
3491 ROGERS RD
1712 San Gorgonio Ave
7193 KINGSTON PL
90-92 Terra Lane 2 houses-1 lot
1575 Palou
48489 FLAGSTAFF PL
2700 WINDING LN
1707 LIVINGSTON LN
1050 45TH ST
940 BIGHORN TER
1919 88TH AVE
3175 San Ramon Rd.
2358 FIELDGATE DR
45 ELYSIAN FIELDS DR
209 BOULDER DR
5435 POINSETT AVE
700 DOMAINE CT
14602 Corvallis
3997 MABEL AVE
3325 N Lucille Lane
2837 RIO GRANDE DR
2429 13th Ave.
3931 Forest Circle
2 FAIRWAY PL
2247 ARATA WAY
1822 CALIFORNIA AVE
469 GRENADINE WAY
6449 Parklane Plaza
5010 GLOUCESTER LN
3900 NORTHWOOD DR
1226 College Avenue
850 W GRAND AVE
144 CATRON DR
26556 Flamingo Ave
1824 Yolanda Circle
11 MARION CT
2372 MARICOPA AVE
5791 LAFAYETTE AVE
4220 Carrington
148 LUDELL DR
1235 PINE CREEK WAY
2760 ST ANDREWS DR
2488 Mavis St
2930 ETHEL ST
612 12TH ST
116 CENTER CT
7 WHITEHALL DR
3575 BUTTONWOOD TER
26088 KAY AV
1088 67th St.
2713 DERBY ST
1311 RENOWN DR
2123 7TH AVE
370 OAK LN
7719 Creekside Drive
5529 Fleming Ave.
350 MAYHEWS RD
37899 PALMER DR
407 SMALLEY AVENUE
120 EL PORTAL
528 SODA ROCK PL
904 DE SOTO CT
4093 CONCORD BLVD
501 SLIFER CT
380 MALCOLM DR
507 DEER PARK DR
2711 Shellgate Cir
37045 SPRUCE ST
933 APPIAN WAY
4202 AGUA VISTA ST
5716 BYINGTON DR
9621 Cherry St
17129 Via Alamitos
1515 Kittie Lane
22 NAUTILUS PL
6499 BAYVIEW DR (MVV 186C)
4088 ABBEY TER
5651 Wells Lane
223 DONEGAL WAY
17006 VIA PERDIDO
203 Honeygold Lane
1220 Cape Cod Ct
330 MENLO CT
4597 Deep Creek Rd
7438 KRAUSE AVE
37117 BODILY AVE
5984 Monterey Ave
6 COMMODORE DR
39821 CEDAR BLVD
6218 CROWN AVE
320 LEE ST
1345 SHELL COURT
3015 SORRELWOOD DR
3105 E Vittoria Loop
2404 Fiji Way
426 CASTELLO RD
955 Erie Cir.
360 Elm St
6054 Mazuela Dr
330 CHILENSE CT
3400 High Street
4615 NORWOOD TER
540 Fort Sumpter Dr
1509 ROCKLEDGE LN
2042 Erickson Cir
3540 Northwood Drive
1808 TRINITY CT
6530 Morris Avenue
2005 PLEASANT VALLEY AVE
4277 East AVE
2420 EDWARDS AVE
619 DURANT AVE
36057 BRANDYWINE ST
540 32nd Street
2826 Kensington Road
3554 66th Ave.
1315 61ST AVE
1 ALMOND ST
626 Alcatraz
3851 LUX AVE
133 NEWBURY ST
3659 RIMINI LN
25875 UNDERWOOD AVE
1295 CUMBERLAND AVE
203 AUGUSTINE DR
24 MATHEWS PL
140 Butte Ct
200 DONALD CT
3620 YORKTOWN RD
907 SPRUCE CT
63 Meritage
6690 S MARIPOSA LN
3445 SUTCLIFFE CT
3114 School Street
2878 HUXLEY PL
0 W Park
3608 LEAFWOOD CIR
4163 RIFLE LN
3661 Mallard Way
1320 SANDELIN CT
1616 D Street
27943 DICKENS AVE
23 DAISY CT
601 Rogue River Way
1390 Nighthawk Ln
807 DEVONWOOD
1480 Rebecca Drive
2230 Pomona Avenue
35894 BLAIR PL
4866 REGENTS PARK LN
7 EMBARCADERO
17262 VIA ANACAPA
1200 OTIS DR
545 PIERCE ST
2992 MORENO AVE
2161 PACIFIC AVE
478 KINGLET RD
1900 Travertine Way
5118 GENOVESIO DR
1998 21ST ST
4708 Wilcox Ave
2233 BRISTLECONE DR
1453 53RD AVE
2651 NICOL AVE
5314 RIDGEVIEW CIR
555 10TH ST
3280 CALIFORNIA ST
3577 WAXWING WAY
952 36TH ST
3992 Oak Grove Dr
57 PARKVIEW TER
29599 VANDERBILT ST
89 SOUTHWIND CIR
2326 Hilgard Avenue
3586 SEMINARY AVE
\N
4065 COOLIDGE AVE
3106 BROOKDALE AVE
886 PINE ST
781 DEL MAR AVE
180 PURCELL DR
655 12TH ST
2737 COOPER CIR
617 STALEY AVE
418 ROUNDHILL DR
4306 KEEGAN ST
2833 ALNWICK AVE
1333 Webster St
38778 Larkspur St
7869 FOOTHILL KNOLLS DR
3911 BOULDER DR
1200 HOLSAPPLE WAY
2216 ACKERMAN DR
14690 Corvallis St
3014 Tampico Drive
270 Campbell Lane
1121 40TH ST
720 GRIZZLY PEAK BLVD
232 Cypress St.
2533 Lakeside Circle
36726 MATIZ CMN
22591 Arlette Ave.
777 PARTRIDGE CMN
700 CANYON OAKS DR
4545 HORSESHOE CIR
5410 Cherokee Way
27505 TAMPA AVE
3070 Hansen Rd.
1921 87TH AVE
31 VIA MATERO
2813 MARTIN LUTHER KING JR WAY
1179 SHELL LN
123 vacant
13463 SKYLINE BLVD
502 Black Diamond
3059 HASTINGS WAY
249 CAMBRIDGE AVE
1801 Terrace Drive
2436 ROBLES DR
0 LONE OAK RD
4622 Tolman Way
2458 22nd St
1310 creekside
5661 Poplar Cmn
955 MAUD AVE
271 GABLE DR
7947 TERRACE DR
419 48TH ST
2639 ETNA ST
4011 LOS ARABIS DR
244 SELBY LN
3348 VICTORIA AVE
3648 MAIN ST
529 KENILWORTH AVE
580 CANYON OAKS DR
5.5 PANORAMIC WAY
7145 PINEHAVEN RD
2309 CARQUINEZ AVE
1151 SIERRA VISTA WAY
2803 DAPPLEGRAY LN
43 RAPALLO CT
19 THORNHILL
5849 CORTE MENTE
201 WESTVALE CT
38527 ROYAL ANN CMN
643 CANYON CREST RD.EAST
2461 TALAVERA DR
1300 GROVE WAY
1426 71ST AVE
3459 MORCOM AVE
2179 Benedict Drive
2709 MILANI AVE
3121 TONOPAH CT
2650 CABALLO RANCHERO DR
0000 Weir Drive / Tract 6709
6536 Ravenswood Court
0 CRESCENT DR
3746 WHITWORTH DR
327 Freitas Ct
495 CARILLO CT
37 SCHUYLER AVE
300 Romae Ct
4187 Blackrock Road
110 Villa
6172 RUTHLAND RD
2300 GABRIEL CT
26623 Tyrrell Avenue
9870 WALNUT ST
330 SUTTER CREEK LN
2713 Cortez Ct
36740 BURDICK ST
2278 ROBINSON CIR
1610 Auseon Ave.
3592 LANGDON CMN
2543 PLUMLEIGH DR
1222 SCENIC WAY
5100 GRASS VALLEY WAY
27731 LA PORTE AVE.
1950 89th Ave
17 Castledown Road
600 Rodeo Ave
182 Elworthy Ranch Drive
7870 GALWAY CT
3077 FOSTORIA CIR
101 Forest Run
427 N K Street
2328 90th Ave
1771 Thomas Dehaven Lane
1425 BEL AIR DR
847 EL CERRO BLVD
1414 GROTH CIR
9679 Velvet Leaf Circle
164 VICTORY CIR
652 Thornhill Road
4286 WHITTLE AVE
78 LAS JUNTAS WAY
4321 REEDLAND CIR
1517 FIELDCREST DR
7842 VERONICA CT
39251 WALNUT TER
4 Sea Cliff Pl
3967 BURCKHALTER AVE
9321 International Blvd
4043 RENNELLWOOD WAY
3840 39TH AVE 1/2
839 AVALON AVE
1560 LONE OAK RD
9704 THUNDERBIRD DR
16 Bud Court
525 Maple St.
421 FULL MOON WY
1183 ALTA MESA DR
813 DEVONWOOD
2101 Mangrove Court
28392 E 11th Street
2066 BLUEROCK CT
1081 BAYWOOD LN
1593 Hillgrade Ave
1600 Mission Drive
110 CLARITA PL
269 WASHBURN DR
3651 KNOLLWOOD TER
2018 9TH ST
74 CANYON GREEN WAY
49 Red Cedar Ct
2381 Grafton Way
9512 MacDonald Ct
24237 Silva Ave.
3669 DORISA AVE
23154 AMADOR ST
1237 COMICE PKWY
1872 CONNOR WAY
319 VERONA
9049 CRAYDON CIR
2213 LUPINE RE
4053 HARLAN ST
406 HUMBOLDT WAY
411 S 23rd Street
208 BIGELOW ST
1633 25th Avenue
277 SPARROW DR
551 SANTANDER DR
Prcl B SW Corner of Golf Court
37505 CHAUNTRY CMN
1849 WEIR DR
418 SUMMIT RD
2500 MIRAMAR AVE
79 Donald Drive
2121 LAKEVIEW CIR
2015 SAINT GEORGE RD
115 STEPHANIE LN
451 40TH ST
4106 LILLIAN DR
931 LIDO CIR
1700 TAYLOR RD
8603 BEVERLY LN
3789 BRUNELL DR
6499 BAYVIEW DR
3720 W Ruby Hill Drive
416 BRIDLE CT
3054 Georgia St
136 KENSINGTON CIR
3333 Tice Creek Drive
3048 SUMMIT DR
3430 SAN PABLO DAM RD
7556 OUTLOOK AVE
1516 Arlington Blvd.
2484 BALMORAL ST
150 WESTGATE CIR
3748 SAVANNAH RD
1256 Veranda Drive
18054 REDWOOD RD
2984 Ferndown Ln
11826 SOUTHWICK CT
1547 23RD AVE
400 ANTELOPE RIDGE WAY
3001 SWALLOW ST
440 N Civic
106 TIVOLI
202 GLEN MEADOW CT
2588 OAK RD
79 OAKRIDGE COURT
402 VERONA DR
6523 BAYVIEW DRIVE
1601 ORVIETO CT
16121 VIA OLINDA
276 Kentdale Place
912 WOODLAND DRIVE
1931 ARGONNE DR
1059 ONYX TER
170 TAMMY CIR
10030 FOXBORO CIRCLE
3900 BELLE DR
30 ERSELIA COURT
4033 TERRA ALTA DRIVE
33 BUCKTHORN PL
388 62ND ST
635 BRIDGEWATER CIR
373 ANN CT
577 JANICE AVE
2640 PTARMIGAN DR
6015 LA SALLE AVE
423 Ashton Ave.
248 E TRIDENT DR
4081 CLAYTON RD
681 37TH ST
1801 CASTRO ST
397 MULQUEENEY ST
4021 Natasha Dr.
43103 Washington Common
23606 SAKLAN RD
4718 LIMEWOOD DR
3944 RHODA AV
1308 Kings Way
1555A Schenone Court #A
5211 Daffodil Drive
309 Colusa Ave
15741 VIA SONATA
1437 84TH AVE
5651 Oak Grove Ave
8710 B ST
4823 Full Moon
1262 SAN BENITO DR
1241 SAINT ANDREWS DR
2101 VANDERSLICE CT
151 E SIMS ROAD
1601 3rd Avenue
4536 VENTURA WAY
511 SONOMA AVE
2626 TAMPICO DR.
2430 Martinez Avenue
1118 COOK ST
2665 78TH AVE
1174 BRIARWOOD WA
423 DEL MONTE CT
410 N Civic Drive
684 ATHERTON PL
1467 GROVE WY
316 LILAC CIR
1001 JACOBSEN ST
484 KINGSFORD DR
6864 WAVERLY RD
2034 MALLARD DR
3522 ROWE PL
41 SHELDON LN
4485 Edgewood Way
1750 BROADMOOR
1925 SOLANO WAY
170 Halsey Way
508 Jane
4 Winding Oak Drive
1109 LANGLIE WAY
1125 DUBLIN AVE
2427 Branchwood Court
1640 SAN BENITO ST
3 Los Conejos
1545 23RD AVE
2401 35th Avenue
1062 LARCH AVE
3042 SANTA PAULA DR
5851 STARBOARD DR
4112 MOLERA CT
136 BIRCHBARK PL
6366 Joaquin Murieta Ave
1810 Cole Avenue
129 PARAISO DR
208 CANNERY CT
2817 Rutherford
40485 VERNE ST
2274 WILLOW AVE
2450 Olympic Dr.
932 37TH ST
1650 SOMERSET PL
3663 CROW CANYON RD
2700 TAYLOR RD
1728 GLAZIER DR
111 Shoreline Court
141 SILVER FIR LN
1071 LAUREL DR
1720 SPRINGBROOK RD
135 N BELLA MONTE AVE
2741 ALCALA ST
1756 RELIEZ VALLEY RD
1009 HILL MEADOW PL
944 LEE LN
2311 HERITAGE OAKS DR
1439 ENTRADA VERDE
548 MOUNTAIN BL
143 INVERNESS WAY
14 ROBERTS CT
380 N WILDWOOD
753 Mariposa
4230 BLACKHAWK MEADOW CT
2110 CANYON LAKES DR
70 VERNAL CT
8766 DAVONA DR
23 HERITAGE OAKS RD
35 BLACKSTONE HOLLOW CT
1066 La Sierra Ter
5150 REDWOOD RD
2965 GRAYMONT CT
389 JAMES ST
2122 CROSSROADS PL
555 PIERCE ST
19089 MEEKLAND AVE
1374 REAGAN WAY
614 VIA APPIA
8539 Kelton Drive
4458 ALVARADO BLVD
2150 Northwood Circle
962 70TH AVE
4655 FLAMINGO PARK CT
5070 VALLEY CREST DR
2309 POTRERO CT
310 SUNSET RD
2190 CASTILLEJO WAY
268 THOMAS WAY
129 MT ETNA DR
1843 SAN RAMON AVE
37471 MISSION BL
2211 ZENNIA CT
59 FOSTER DR
5850 PINE HOLLOW RD
5017 Barrenstar Way
4106 QUAIL RUN DR
3430 CHANDLER CIR
4354 Briarcliff Court
27 CAVALRY CT
2998 BARRETT ST
397 CRESTMONT DR
688 MARIN AV
37665 CANTERBURY ST
4084 FAIRWOOD ST
1602 HILLCREST AVE
622 54th St
2904 MARITIME WAY
4672 Portola Drive
1011 CASTLE ST
424 ORANGE ST
100 Overlook Terrace
2246 DAFFODIL DR
32777 MOCCASIN ST
2830 GARBER ST
3157 DIABLO VIEW RD
1890 Risdon
1945 CACTUS CT
104 E 6TH ST
4356 HILLVIEW DR
27388 MARIGOLD CT
5358 PORT SAILWOOD DR
20071 CATALINA DR
4240 COMET CIR
37031 MULBERRY ST
3174 CUTHBERT AVE
19 EAGLE RIDGE LN
1030 BARBARA LN
5268 Campus Dr
1278 Ariel Dr.
612 HILLGIRT CIR
2532 Lessley Avenue
4378 PLANET CI
33236 9TH ST
744 LAKEMONT PL
3316 HOWARD CM
4352 BELESTOS WAY
3291 MADRONE ST
1412 KALE CT
26783 CLARKFORD ST
2449 E 28TH ST
480 59TH ST
2481 INEZ WAY
239 ROSSI AVE
5152 EQUESTRIAN WAY
233 ROSSI AVE
3712 GLADSTONE DR
733 SAN ARDO
4805 CARRINGTON
2157 Palomino Rd
49 LAMBERT CT
0 Bagshotte DR
1046 LINDSEY CT
3466 SILVER MAPLE DR
1735 BAYWOOD DR
151 REMINGTON DR
318 REMINGTON LOOP
5511 RIVERLAKE RD
2404 CYPRESS ST
5105 Orchid Ranch Way
728 TALBOT AVE
13 FAWN CT
223 PASEO BERNAL
493 Quail Run Circle
15 JANIN PL
27449 Lemon Tree Court
707 CROSSRIDGE CT
53 ARGOSY CT
3632 OLYMPIC CT N
2625 RIDGE RD
1639 LA VEREDA RD
2565 BUENA VISTA WAY
3020 BUENA VISTA WAY
5609 MORAGA AVE
224 Marble Dr
2223 Marin Ave.
2210 LOS ANGELES AVE
6456 MYSTIC ST
1618 Capistrano Avenue
332 W BROADMOOR BLVD
443 Beloit Ave
2751 Buena Vista Way
373 40TH ST
154 Oak Park Drive
27941 Mandarin Avenue
2122 173RD AVE
259 PEPPERWOOD ST
112 CRESTVIEW DR
4740 APPIAN WAY
1583 PARTRIDGE DR
1927 Thompson Lane
582 MORGAN CMN
198 WILLIAM WAY
11 HILLSIDE ROAD
4319 GOLDENHILL DR
4512 BISON WAY
541 Covington Way
926 Tera Court
1066 Crepe Myrtle Drive
2041 Montauk
129 Cypress St
5058 CREELY AVE
124 Farragut Street
137 TOIYABE CT
3128 TICE CREEK DR
2837 SEVILLE CIR
1017 Imperial Place
456 Live Oak Drive
327 SACLAN TER
Granada Drive
1819 SILVERWOOD DR
586 MOUNT DELL DR
608 30TH STREET
5637 LUDWIG AVE
2751 BUENA VISTA WAY
1936 GARDEN CT
6518 San Pablo Ave
25 HANSEN CT
1316 SCOTT ST
2919 Otis St
12909 AURORA DR
9 Tamalpais Rd.
1826 Capistrano Ave.
1709 CARLETON ST
159 Tamalpais Rd.
2790 BUENA VISTA WAY
638 Los Alamos Avenue
614 SAN FERNANDO AVE
2229 MAIDENHAIR WAY
773 CONTRA COSTA AVE
1047 OXFORD ST
251 King Drive
2638 RUSSELL ST
4226 GLEN AVE
1957 SKYCREST DR
2600 Jones Rd.
927 Juana Ave
6661 Tralee Village Dr
4570 CARVER CT
2508 MCLAREN LN
2340 AMATRICE WAY
489 ADAMS WY
517 STIRLING CT
32266 Ithaca Street
5622 HUNTINGTON AVE
2889 CLEARLAND CIR
379 VIA COCHES
5484 El Camile Ave
3631 BERNAL AV
7685 Pleasants Valley Road
523 OAKSHIRE PL
3110 OHIO AVE
26044 Tarragon St.
951 La Gonda Way
7802 OAK CREEK DR
922 CASHEW WY
1020 WARREN ST
1901 GOLDEN RAIN RD
865 W Grand Avenue
332 Granite
3331 Winthrop Street
5619 Arcadia Circle
100 FOG CUTTER CV
\N
727 46th street
22449 LINDEN ST
18459 CLIFTON WAY
6629 Dairy Ave
563 53RD ST
5727 Gaskill Street
660 CHANDON CT
4720 SPINNAKER WAY
626 Barcelona Loop
10010 Macarthur Blvd
4810 Blum
3577 MALLARD WAY
5858 Marshall
25972 REGAL
1269 ASTER LN
5862 Cedarwood Common
752 LAKEMONT PL
2636 Northern Cross Rd
700 MAGNOLIA CT
3268 N Denice way
959 California
5129 MONITOR PASS WAY
714 Archcliff Ct.
2806 SALVIA CMN
5855 HORTON ST
612 Artistic Place
1105 AVENIDA SEVILLA
6649 LUCILLE ST
1085 Murrieta Blvd.
5561 RATHDRUM WAY
3350 Santa Rita Rd
5727 GASKILL ST
1025 MCCAULEY RD
9085 Alcosta Blvd
2535 TREESIDE WAY
5119 PIONEER WAY
1311 GALANTI CT
3841 Warbler Dr.
2028 Overhill
3107 E RUBY HILL DR
1951 Wrenn St.
5815 E 16TH ST
5300 eaglebrook
585 RUTHERFORD CIR
709 BANKS DR
2615 LINCOLN AVE
18 Brooktree Ct.
2244 MORROW ST
555 10th Street
389 W 6TH ST
361 GLEN ARMS DR
1565 32ND ST
3620 Vineyard Ave.
440 CANYON OAKS DR
3268 Cape Cod Court
21020 hathaway ave
669 SUNDALE LN
441 Sanford
4847 Maureen Circle
1060 OAK GROVE RD
669 ROCK OAK RD
2325 92nd Avenue
149 WESTCHESTER ST
1 KELTON CT
22739 CANYON TERRACE DR
4531 CAPE VIEW DR
1874 RAILROAD AVE
1301 KELSEY ST
2870 18th St
1336 ARLINGTON BLVD
1623 Matson Drive
175 Lawlor Court
13040 BROOKPARK RD
29467 TAYLOR AVE
21896 VALLEJO ST
14 RAMONA ST
108 W clover rd
1507 39TH AVE
1151 VIEWPOINT BLVD
3366 Red Cedar Terrace
1507 Trimingham
3175 CARAMELLO CT
17856 ALMOND RD
174 EASTRIDGE DR
1036 OAK GROVE RD
3042 Carlsen St.
1024 EVELYN AVE
21 CHESTNUT PL
5814 NOTTINGHAM DRIVE
1429 16th Street
2106 VERONA AVE
2840 SWEENEY RD
2005 Jetty Dr
2935 WINDING LN
2519 LYNN AVE
4191 Mountain View Avenue
1261 ECHO SUMMIT ST
41249 THURSTON ST
1481 DAVIS AVENUE
200 2ND ST
5433 Crestridge Terrace
2221 PARK BL
7610 ARBOR CREEK CIR
3067 WINDMILL CANYON DR
100 LAREDO COURT
244 PUTTER DR
213 ALMONDTREE LN
5412 CHARLOTTE WAY
1615 GEARY RD
2700 TAYLOR RD
298 Montalvin rd
1278 BATES RD
2068 BUCKSKIN RD
41 Hagen Oaks Ct.
30089 BRIDGEVIEW WAY
4362 FITZWILLIAM ST
147 Coral Bell
4332 OVEREND AVE
613 BLUE SPRUCE DR
1578 SILVERWOOD
317 KAPALUA BAY CIR
55 ALEXANDER
10889 MCPEAK LN
503 TREYBURN CI
5836 FELICIA AV
1118 Hilltop Dr
1737 Savory Drive
2080 GOLDEN RAIN RD
2071 San Jose Avenue
46624 RANCHO HIGUERA RD
1331 COURT ST
1912 TIFFIN RD
15 STARK KNOLL PL
2205 LAKE RIDGE DR
1211 COURT ST
31926 ALBANY ST
1414 SAN JOSE AVE
40 COURTLAND CT
3487 Sanford St
3261 WASHINGTON ST
1100 Post Street
6344 Contra Costa Rd
927 SAN ANTONIO AVE
180 TURLOCK WAY
3228 Prentiss St.
5588 Fernhoff Rd
1655 N CALIFORNIA BLVD
1710 N STANLEY DOLLAR DR
1605 Jenkinson Dr
7251 BALMORAL WAY
2601 Pine Knoll Drive
48900 AIR FERN CMN
3023 LINDA VISTA
314 ROCKPORT CT
111 Yorshire CT
316 BEACH RD
3161 Jerrold Zanzi
1641 136th ave
428 W SUNSET RD
5265 HIDDENCREST CT
1194 9TH ST
4072 GRAMA TER
466 Crescent St
101 Misty Circle
955 SHOREPOINT CT
873 OAK ST
26617 Colette
305 RATTO RD
1033 Verdemar Drive
1015 MOUND ST
4905 YELLOWSTONE PARK DR
1039 SAN ANTONIO AVE
1316 Evelyn Avenue
404 DOHRMANN LN
1002 88TH AVE
1795 Oak Park Boulevard
213 Commodore Dr
4199 SOMERSET AVE
1329 CLINTON AVE
1175 Keaveny Ct.
0 Beaver
9003 B ST
2333 PINE KNOLL DR
10 DEL MAR CIR
8816 OLIVER PLACE
2903 SOUTHWYCKE TER
5613 PLUMBRIDGE WAY
532 GILDA AVE
1828 BOXWOOD DR
6254 JOAQUIN MURIETA AVE
2804 11th St
35306 NEWCASTLE CT
969 CRAGMONT AVE
5 El Portal Ct.
5722 LASSEN ST
2074 Rapallo Cmn
1306 Alcatraz Ave
5611 CRESTMONT AVE
1373 FRANCISCO ST
867 EL PINTADO RD
145 Shannon Circle
8 Maybeck Twin Drive
572 BING CT
42630 QUEENS PARK CT
151 BLUE CANYON WAY
654 BARRON WAY
231 ROCK OAK RD
813 VILLA TER
950 SHOREPOINT CT
2702 DERBY DR
3064 ROSSMOOR PKWY
1496 CALLE ENRIQUE
570 BRIAN ST
155 Lois Ave
39696 POTRERO DR
3330 Brunell Drive
26183 ADRIAN AV
93 SERENE CT
3661 FINNIAN WAY
4985 HEDGE LN
7801 ARTHUR STREET
2721 DOLORES ST
1186 Miller Ave.
990 N RANCHO RD
1591 Ellis St.
34 Kimberley Place
2509 Lancaster Ct
1644 CHIANTI LN
1027 WINSOR AVE
1119 MEGAN RD
173 KERWIN AVE
6373 Bluebonnet Cmn
415 CRANLEIGH CT
241 FRISBIE ST
99 CLEAVELAND RD
68 S Rio Rapido Dr
619 WILSON AVE
1933 UTAH WAY
5839 RALSTON AVE
4689 SPRINGWOOD WAY
6392 Sussex Ct
5370 Shafter
2904 SAN JOSE AVE
2559 BRADFORD AVE
41817 Mission Cielo
565 Bellevue Ave.
38895 RIVERBANK TERRACE
5601 ASCOT DR
960 Shorepoint Court
102 Arroyo Drive
746 Samantha
1317 SAN JOSE DR
200 EL DORADO AVENUE
3170 FIR AVE
843 MANDANA BLVD
1100 Bismarck Lane
2000 OAKMONT WAY
1736 150TH AVE
308/10 CAMELBACK ROAD
624- A HAIGHT AVE
3013 FLORA VIS
3007 SWALLOW STREET
3217 FIR AVE
2728 LAVENDER DR
2375 LARIAT LN
3418 BRITHORN LN
311 COURT ST
27869 ORLANDO AVE
656 4TH ST
27561 LA PORTE AVE
26075 Gushue Street
1612 SHERMAN ST
178 Hackamore Common
0 HIDDEN OAKS DR
2603 Daniel Hansen Way
953 KAINS AVE
655 12th St.
1561 MACHADO CT
1004 CLUBHOUSE DR
3008 JACKSON ST
1612 Sherman
3517 MCSHERRY WAY
1411 VERSAILLES AVE
2202 E east Ave
1738 ALAMEDA AVE
712 MARJORAM DR
619 Willow St.
201 MONET DR
1727 ENCINAL AVE
1391 Hubbard Ave.
